,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,mean_time,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,Education_2,Education_3,Education_4,EducationField_Life Sciences,EducationField_Medical,Gender_Female,Gender_Male,JobLevel_1,JobLevel_2,JobRole_Research Scientist,JobRole_Sales Executive,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,JobInvolvement_2,JobInvolvement_3,EnvironmentSatisfaction_1.0,EnvironmentSatisfaction_2.0,EnvironmentSatisfaction_3.0,EnvironmentSatisfaction_4.0,JobSatisfaction_1.0,JobSatisfaction_2.0,JobSatisfaction_3.0,JobSatisfaction_4.0,WorkLifeBalance_2.0,WorkLifeBalance_3.0,StockOptionLevel_0,StockOptionLevel_1
10,0.5714285714285714,0.36766719325961034,0.0,0.1428571428571428,0.48228346456692917,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
11,0.9642857142857143,0.12469720905739864,0.0,0.0714285714285714,0.22047244094488194,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
12,0.4642857142857143,0.23849394418114797,0.0,0.4285714285714285,0.659448818897638,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0
13,0.0,0.25028962611901,0.1111111111111111,0.0,0.6791338582677167,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
14,0.0,0.08335966298051606,0.1111111111111111,0.2142857142857143,0.027559055118110187,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
15,0.0,0.22838335966298054,0.4444444444444444,0.0,0.14960629921259838,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
16,0.07142857142857142,0.16872037914691945,0.1111111111111111,0.0714285714285714,0.13188976377952755,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
17,0.0,0.16419167983149027,0.2222222222222222,0.1428571428571428,0.9960629921259845,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
18,0.2142857142857143,0.07525013164823594,0.7777777777777777,0.3571428571428571,0.19881889763779514,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
19,0.25,0.3086361242759347,0.1111111111111111,0.0,0.6574803149606299,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
20,0.0,0.496998420221169,0.1111111111111111,0.4999999999999999,0.3228346456692912,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
21,0.25,0.4559241706161138,0.3333333333333333,0.8571428571428571,0.011811023622047001,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
22,0.35714285714285715,0.05997893628225382,0.3333333333333333,0.0,0.48228346456692917,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
23,0.10714285714285714,0.4169036334913112,0.1111111111111111,0.2142857142857143,0.1692913385826771,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
24,0.5357142857142857,0.28983675618746707,0.1111111111111111,0.0,0.22440944881889746,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
25,0.0,0.3048973143759873,0.3333333333333333,0.0,0.671259842519685,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
26,0.2857142857142857,0.804739336492891,0.1111111111111111,0.7857142857142857,0.9901574803149609,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
27,0.14285714285714285,0.08931016324381255,0.1111111111111111,0.0,0.3267716535433072,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0
28,0.0,0.49099526066350707,0.3333333333333333,0.2142857142857143,0.9901574803149609,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
29,0.03571428571428571,0.1810953133228015,1.0,0.0714285714285714,0.17322834645669283,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
30,0.10714285714285714,0.3077935755660874,0.2222222222222222,0.0,0.8188976377952755,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
31,0.2142857142857143,0.45434439178515007,0.1111111111111111,0.1428571428571428,0.14960629921259838,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0
32,0.0,0.13596629805160612,1.0,0.1428571428571428,0.8996062992125984,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0
33,0.14285714285714285,0.23149025803054243,0.4444444444444444,0.2142857142857143,0.04527559055118102,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
34,0.2857142857142857,0.19352290679304898,0.1111111111111111,0.3571428571428571,0.1259842519685037,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
35,0.25,0.7781990521327015,0.1111111111111111,0.0714285714285714,0.8503937007874016,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
36,0.2857142857142857,0.026592943654555022,0.1111111111111111,0.2142857142857143,0.7933070866141734,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
37,0.03571428571428571,0.10252764612954188,0.5555555555555556,0.1428571428571428,0.0059055118110236116,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
38,0.0,0.069826224328594,0.1111111111111111,0.2142857142857143,0.16338582677165348,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
39,0.6785714285714285,0.21827277514481305,0.0,0.5714285714285713,0.34251968503937014,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
40,0.25,0.3134807793575566,0.4444444444444444,0.0714285714285714,0.24803149606299213,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
41,0.03571428571428571,0.2457082675092154,0.5555555555555556,0.1428571428571428,0.3228346456692912,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
42,0.9999999999999999,0.07214323328067404,0.1111111111111111,0.0714285714285714,0.19685039370078727,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0
43,0.2142857142857143,0.14760400210637178,0.1111111111111111,0.2857142857142857,0.2086614173228345,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
44,0.2857142857142857,0.1916271721958926,0.0,0.8571428571428571,0.24606299212598426,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
45,0.25,0.10147446024223278,0.4444444444444444,0.0714285714285714,0.24015748031496043,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
46,0.14285714285714285,0.05771458662453923,0.0,0.6428571428571427,0.33267716535433056,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
47,0.14285714285714285,0.3985781990521327,0.7777777777777777,0.7142857142857143,0.3700787401574803,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
48,0.03571428571428571,0.08936282253817801,0.1111111111111111,0.7142857142857143,0.20078740157480301,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
49,0.14285714285714285,0.2830437072143233,0.3333333333333333,0.5714285714285713,0.1889763779527558,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
50,0.03571428571428571,0.15581885202738285,0.2222222222222222,0.1428571428571428,0.9744094488188979,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
51,0.6785714285714285,0.4685624012638231,0.0,0.1428571428571428,0.6240157480314958,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
52,0.2142857142857143,0.6432859399684044,0.3333333333333333,0.7142857142857143,0.17322834645669283,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
53,0.07142857142857142,0.1332806740389679,0.1111111111111111,0.1428571428571428,0.2696850393700787,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
54,0.5357142857142857,0.09452343338599264,0.0,0.5714285714285713,0.5236220472440944,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
55,0.2857142857142857,0.9680358083201684,0.6666666666666666,0.0714285714285714,0.16338582677165348,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
56,0.0,0.9824117956819379,0.1111111111111111,0.7857142857142857,0.9921259842519687,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
57,0.2142857142857143,0.07530279094260137,0.0,0.2857142857142857,0.34251968503937014,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0
58,0.0,0.3320168509741969,0.7777777777777777,0.7857142857142857,0.7874015748031495,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0
59,0.2142857142857143,0.19826224328593997,0.2222222222222222,0.4999999999999999,0.3858267716535433,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
60,0.5,0.15234333859926277,0.1111111111111111,0.7857142857142857,0.9291338582677164,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
61,0.0,0.08704581358609795,0.1111111111111111,0.0,0.8956692913385826,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
62,0.42857142857142855,0.09726171669299633,0.1111111111111111,0.0714285714285714,0.8110236220472442,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
63,0.8214285714285714,0.0037914691943127937,0.4444444444444444,0.0,0.12992125984251968,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
64,0.2142857142857143,0.0770405476566614,0.7777777777777777,0.1428571428571428,0.3051181102362204,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0
65,0.2857142857142857,0.24560294892048448,0.5555555555555556,0.2142857142857143,0.9409448818897641,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
66,0.42857142857142855,0.16787783043707216,0.1111111111111111,0.1428571428571428,0.04527559055118102,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
67,0.03571428571428571,0.45834649815692474,0.1111111111111111,0.4285714285714285,0.12992125984251968,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
68,0.6428571428571428,0.05545023696682464,0.1111111111111111,0.1428571428571428,0.025590551181102317,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
69,0.0,0.17245918904686677,0.4444444444444444,0.4285714285714285,0.7913385826771655,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
70,0.10714285714285714,0.19899947340705634,0.3333333333333333,0.0,0.2893700787401574,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
71,0.10714285714285714,0.25787256450763557,0.4444444444444444,0.8571428571428571,0.10629921259842523,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
72,0.4642857142857143,0.15150078988941548,0.1111111111111111,0.4285714285714285,0.06889763779527547,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
73,0.03571428571428571,0.8327540810953133,0.0,0.4285714285714285,0.6633858267716537,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
74,0.0,0.1013164823591364,0.3333333333333333,0.0714285714285714,0.029527559055117836,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
75,0.2142857142857143,0.2891521853607162,0.8888888888888888,0.8571428571428571,0.24999999999999978,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
76,0.07142857142857142,0.8512374934175883,1.0,0.2142857142857143,0.22637795275590533,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
77,0.03571428571428571,0.21190100052659297,0.2222222222222222,0.2142857142857143,0.7795275590551181,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
78,0.9999999999999999,0.06835176408636123,0.1111111111111111,0.1428571428571428,0.8917322834645669,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
79,0.25,0.08309636650868879,0.0,0.7857142857142857,0.1889763779527558,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
80,0.3214285714285714,0.23686150605581888,0.1111111111111111,0.0714285714285714,0.3228346456692912,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
81,0.35714285714285715,0.17819905213270143,0.1111111111111111,0.4999999999999999,0.025590551181102317,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
82,0.0,0.6497630331753554,0.7777777777777777,0.2142857142857143,0.00984251968503913,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
83,0.9642857142857143,0.293522906793049,0.0,0.0714285714285714,0.5964566929133859,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
84,0.17857142857142855,0.3735650342285413,0.1111111111111111,0.2857142857142857,0.8818897637795275,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
85,0.07142857142857142,0.1563454449710374,0.1111111111111111,0.0,0.4803149606299213,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
86,0.5357142857142857,0.08083201685097421,0.0,0.1428571428571428,0.3858267716535433,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
87,0.6785714285714285,0.23117430226434968,0.1111111111111111,0.8571428571428571,0.22834645669291342,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
88,0.2857142857142857,0.23580832016850975,0.6666666666666666,0.5714285714285713,0.7362204724409449,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
89,0.0,0.3067403896787783,0.3333333333333333,0.3571428571428571,0.3582677165354329,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
90,0.07142857142857142,0.00431806213796735,0.2222222222222222,0.7857142857142857,0.06496062992125973,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
91,0.75,0.24892048446550816,0.1111111111111111,0.7857142857142857,0.07086614173228334,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
92,0.2142857142857143,0.06408636124275935,0.0,0.0714285714285714,0.5669291338582678,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
93,0.03571428571428571,0.24949973670352818,0.1111111111111111,0.1428571428571428,0.3484251968503935,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
94,0.42857142857142855,0.46577145866245395,0.3333333333333333,0.3571428571428571,0.2696850393700787,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
95,0.25,0.23475513428120062,0.4444444444444444,0.0714285714285714,0.9547244094488192,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
96,0.8571428571428571,0.23017377567140604,0.7777777777777777,0.7142857142857143,0.8759842519685039,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
97,0.9642857142857143,0.2181147972617167,0.1111111111111111,0.2857142857142857,0.007874015748031482,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
98,0.03571428571428571,0.05918904686677199,0.3333333333333333,0.1428571428571428,0.03149606299212593,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
99,0.2857142857142857,0.8881516587677726,0.1111111111111111,0.0714285714285714,0.42913385826771666,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0
100,0.9642857142857143,0.07493417588204318,0.4444444444444444,0.7857142857142857,0.2677165354330706,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
101,0.17857142857142855,0.19810426540284362,0.4444444444444444,0.1428571428571428,0.22834645669291342,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
102,0.7142857142857143,0.9558715113217483,0.2222222222222222,0.4999999999999999,0.07480314960629908,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
103,0.25,0.21474460242232754,0.3333333333333333,0.2142857142857143,0.42913385826771666,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
104,0.0,0.09763033175355451,0.1111111111111111,0.2142857142857143,0.40157480314960625,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0
105,0.9642857142857143,0.23970510795155345,0.1111111111111111,0.7142857142857143,0.8976377952755905,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
106,0.14285714285714285,0.059768299104792,0.6666666666666666,0.5714285714285713,0.40157480314960625,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
107,0.03571428571428571,0.10826750921537653,0.2222222222222222,0.0,0.029527559055117836,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
108,0.5357142857142857,0.09483938915218537,0.1111111111111111,0.0,0.3228346456692912,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
109,0.2857142857142857,0.4675618746708794,0.6666666666666666,0.2857142857142857,0.18503937007874005,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0
110,0.25,0.4012111637704055,0.2222222222222222,0.6428571428571427,0.659448818897638,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
111,0.0,0.09784096893101635,0.0,0.9285714285714285,0.9566929133858271,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
112,0.3214285714285714,0.22980516061084785,0.1111111111111111,0.0714285714285714,0.007874015748031482,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1
113,0.0,0.2979462875197472,1.0,0.0714285714285714,0.36220472440944884,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
114,0.9999999999999999,0.2103212216956293,1.0,0.2857142857142857,0.3484251968503935,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
115,0.03571428571428571,0.07151132174828859,0.2222222222222222,0.0714285714285714,0.04724409448818889,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
116,0.03571428571428571,0.09736703528172724,0.1111111111111111,0.0714285714285714,0.2303149606299213,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0
117,0.03571428571428571,0.22090573986308584,0.8888888888888888,0.2142857142857143,0.36811023622047245,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
118,0.0,0.16303317535545025,0.4444444444444444,0.7857142857142857,0.3287401574803148,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
119,0.5,0.4565560821484992,0.4444444444444444,0.0714285714285714,0.00984251968503913,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
120,0.2142857142857143,0.242654028436019,0.8888888888888888,0.9999999999999999,0.622047244094488,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1
121,0.8928571428571428,0.4970510795155345,0.2222222222222222,0.1428571428571428,0.5374015748031495,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0
