,Age,JobInvolvement_2,EnvironmentSatisfaction_4.0,MaritalStatus_Single,Education_3,EducationField_Medical,DistanceFromHome,BusinessTravel_Travel_Frequently,EducationField_Life Sciences,WorkLifeBalance_3.0,mean_time,EnvironmentSatisfaction_1.0,JobSatisfaction_3.0,MaritalStatus_Divorced,JobSatisfaction_1.0,WorkLifeBalance_1.0,Department_Sales,JobSatisfaction_4.0,Department_Human Resources,Education_2,YearsWithCurrManager,Gender_Male,Gender_Female,EnvironmentSatisfaction_3.0,JobLevel_1,WorkLifeBalance_2.0,JobInvolvement_3,Education_4,JobLevel_2,JobRole_Research Scientist,NumCompaniesWorked,BusinessTravel_Travel_Rarely,Department_Research & Development,JobRole_Sales Executive,YearsAtCompany,BusinessTravel_Non-Travel,MaritalStatus_Married,TotalWorkingYears,StockOptionLevel_0,EducationField_Human Resources,StockOptionLevel_1,JobSatisfaction_2.0,MonthlyIncome,EnvironmentSatisfaction_2.0
31,0.23809523809523808,1,1,1,1,0,0.2142857142857143,0,0,1,0.14960629921259838,0,0,0,0,0,0,1,0,0,0.11764705882352941,1,0,0,1,0,0,0,0,0,0.1111111111111111,1,1,0,0.125,0,0,0.125,1,0,0,0,0.45434439178515007,0
32,0.7380952380952379,0,0,1,0,1,0.0,1,0,1,0.8996062992125984,0,0,0,1,0,0,0,0,0,0.11764705882352941,0,1,1,0,0,1,0,1,1,1.0,0,1,0,0.07500000000000001,0,0,0.55,1,0,0,0,0.13596629805160612,0
33,0.42857142857142855,0,0,1,1,0,0.14285714285714285,0,0,1,0.04527559055118102,0,0,0,0,0,1,0,0,0,0.4117647058823529,1,0,1,0,0,1,0,0,0,0.4444444444444444,1,0,1,0.2,0,0,0.25,1,0,0,1,0.23149025803054243,0
34,0.3095238095238095,0,1,0,0,1,0.2857142857142857,1,0,0,0.1259842519685037,0,0,1,0,0,0,0,0,0,0.11764705882352941,1,0,0,1,1,1,1,0,0,0.1111111111111111,0,1,1,0.05,0,0,0.05,0,0,1,1,0.19352290679304898,0
35,0.19047619047619052,0,1,1,1,1,0.25,0,0,1,0.8503937007874016,0,0,0,0,0,0,1,0,0,0.23529411764705882,1,0,0,0,0,1,0,1,0,0.1111111111111111,1,1,0,0.2,0,0,0.2,0,0,0,0,0.7781990521327015,0
36,0.4523809523809524,0,0,0,0,0,0.2857142857142857,1,0,0,0.7933070866141734,0,0,0,0,0,1,1,0,0,0.11764705882352941,1,0,0,1,1,1,0,0,0,0.1111111111111111,0,0,0,0.1,0,1,0.1,1,0,0,0,0.026592943654555022,1
37,0.5714285714285714,0,0,0,0,0,0.03571428571428571,1,0,0,0.0059055118110236116,0,0,0,0,0,1,0,0,1,0.47058823529411764,1,0,1,0,0,1,0,0,0,0.5555555555555556,0,0,0,0.5,0,1,0.5750000000000001,1,0,0,1,0.10252764612954188,0
38,0.0,1,0,1,0,0,0.0,0,1,1,0.16338582677165348,0,1,0,0,0,0,0,0,0,0.0,1,0,1,1,0,0,1,0,0,0.1111111111111111,1,1,1,0.0,0,0,0.0,0,0,0,0,0.069826224328594,0
39,0.4047619047619047,1,0,0,0,0,0.6785714285714285,0,1,0,0.34251968503937014,0,0,0,0,0,1,0,0,1,0.5294117647058824,1,0,1,1,1,0,0,0,0,0.0,1,0,0,0.275,0,1,0.30000000000000004,1,0,0,1,0.21827277514481305,0
40,0.42857142857142855,1,0,0,1,0,0.25,1,0,1,0.24803149606299213,0,0,0,0,0,0,1,0,0,0.0,0,1,1,0,0,0,0,0,0,0.4444444444444444,0,1,1,0.025,0,1,0.1,0,0,0,0,0.3134807793575566,0
41,0.7857142857142856,1,1,0,1,0,0.03571428571428571,0,1,1,0.3228346456692912,0,0,1,0,0,0,0,0,0,0.11764705882352941,1,0,0,0,0,0,0,1,0,0.5555555555555556,1,1,0,0.1,0,0,0.325,1,0,0,1,0.2457082675092154,0
42,0.5476190476190477,0,1,1,0,0,0.9999999999999999,0,1,1,0.19685039370078727,0,0,0,0,0,0,0,0,0,0.23529411764705882,1,0,0,1,0,1,0,0,0,0.1111111111111111,1,1,0,0.55,0,0,0.55,1,0,0,1,0.07214323328067404,0
43,0.0,0,1,1,1,0,0.2142857142857143,0,1,1,0.2086614173228345,0,1,0,0,0,1,0,0,0,0.0,1,0,0,1,0,1,0,0,1,0.1111111111111111,1,0,0,0.0,0,0,0.0,1,0,0,0,0.14760400210637178,0
44,0.23809523809523808,1,0,1,1,1,0.2857142857142857,0,0,1,0.24606299212598426,0,0,0,1,0,0,0,0,0,0.4117647058823529,1,0,0,1,0,0,0,0,0,0.0,1,1,0,0.2,0,0,0.225,0,0,0,0,0.1916271721958926,1
45,0.3095238095238095,0,0,0,0,0,0.25,0,0,0,0.24015748031496043,0,0,0,0,0,0,1,0,0,0.4117647058823529,1,0,0,1,1,1,0,0,0,0.4444444444444444,1,1,0,0.2,0,1,0.25,0,0,1,0,0.10147446024223278,1
46,0.49999999999999994,0,0,0,0,0,0.14285714285714285,0,0,0,0.33267716535433056,0,0,1,0,0,1,1,0,0,0.4117647058823529,0,1,1,0,1,1,1,1,0,0.0,1,0,0,0.45,0,0,0.47500000000000003,1,0,0,0,0.05771458662453923,0
47,0.42857142857142855,0,0,0,0,0,0.14285714285714285,0,1,1,0.3700787401574803,0,0,0,0,0,0,0,0,0,0.47058823529411764,1,0,0,1,0,1,1,0,0,0.7777777777777777,0,1,1,0.225,1,1,0.275,1,0,0,1,0.3985781990521327,1
48,0.3333333333333333,0,1,0,1,0,0.03571428571428571,0,0,0,0.20078740157480301,0,1,0,0,0,1,0,0,0,0.47058823529411764,1,0,0,0,1,1,0,1,0,0.1111111111111111,1,0,0,0.325,0,1,0.325,0,0,1,0,0.08936282253817801,0
49,0.4761904761904761,1,0,0,0,0,0.14285714285714285,0,1,1,0.1889763779527558,1,0,0,0,0,0,0,0,1,0.058823529411764705,0,1,0,0,0,0,0,0,1,0.3333333333333333,1,1,0,0.25,0,1,0.47500000000000003,0,0,0,1,0.2830437072143233,0
50,0.9523809523809523,1,1,0,1,0,0.03571428571428571,0,1,1,0.9744094488188979,0,1,1,0,0,0,0,0,0,0.11764705882352941,1,0,0,0,0,0,0,1,0,0.2222222222222222,0,1,0,0.125,1,0,0.30000000000000004,0,0,0,0,0.15581885202738285,0
51,0.3095238095238095,1,0,0,0,0,0.6785714285714285,0,0,1,0.6240157480314958,0,0,0,0,0,0,1,0,0,0.1764705882352941,0,1,1,0,0,0,0,0,1,0.0,1,1,0,0.125,0,1,0.15000000000000002,0,0,1,0,0.4685624012638231,0
52,0.3095238095238095,0,0,0,0,0,0.2142857142857143,0,0,1,0.17322834645669283,1,0,0,1,0,1,0,0,0,0.0,1,0,0,0,0,1,1,1,0,0.3333333333333333,1,0,1,0.05,0,1,0.225,0,0,1,0,0.6432859399684044,0
53,0.6428571428571428,0,0,0,0,1,0.07142857142857142,1,0,1,0.2696850393700787,1,0,1,1,0,0,0,0,0,0.6470588235294118,0,1,0,1,0,1,0,0,0,0.1111111111111111,0,1,1,0.6000000000000001,0,0,0.6000000000000001,1,0,0,0,0.1332806740389679,0
54,0.3095238095238095,0,0,0,0,0,0.5357142857142857,0,0,0,0.5236220472440944,0,0,1,0,1,1,1,0,0,0.11764705882352941,0,1,1,0,0,1,1,1,1,0.0,1,0,0,0.05,0,0,0.07500000000000001,0,0,0,0,0.09452343338599264,0
55,0.35714285714285715,0,1,0,1,0,0.2857142857142857,1,1,1,0.16338582677165348,0,0,0,0,0,0,0,0,0,0.47058823529411764,1,0,0,0,0,1,0,0,0,0.6666666666666666,0,1,0,0.25,0,1,0.30000000000000004,0,0,1,1,0.9680358083201684,0
56,0.49999999999999994,0,0,0,0,0,0.0,0,1,1,0.9921259842519687,0,0,0,1,0,1,0,0,0,0.5882352941176471,1,0,1,1,0,1,1,0,0,0.1111111111111111,1,0,1,0.525,0,1,0.525,0,0,1,0,0.9824117956819379,0
57,0.5952380952380951,0,0,1,0,1,0.2142857142857143,1,0,1,0.34251968503937014,0,0,0,0,0,0,1,0,0,0.4117647058823529,1,0,1,0,0,1,1,0,1,0.0,0,1,0,0.2,0,0,0.225,1,0,0,0,0.07530279094260137,0
58,0.7380952380952379,0,0,1,1,0,0.0,0,1,1,0.7874015748031495,0,1,0,0,0,0,0,0,0,0.4117647058823529,1,0,1,0,0,1,0,0,0,0.7777777777777777,1,1,0,0.17500000000000002,0,0,0.625,1,0,0,0,0.3320168509741969,0
59,0.8095238095238095,0,0,0,0,0,0.2142857142857143,0,1,0,0.3858267716535433,0,0,0,0,0,0,0,0,0,0.4117647058823529,0,1,1,0,1,1,0,1,1,0.2222222222222222,1,1,0,0.2,0,1,0.275,0,0,1,1,0.19826224328593997,0
60,0.21428571428571425,0,0,1,0,1,0.5,0,0,0,0.9291338582677164,0,0,0,0,0,0,0,0,0,0.11764705882352941,1,0,1,0,1,1,1,0,1,0.1111111111111111,1,1,0,0.1,0,0,0.1,1,0,0,1,0.15234333859926277,0
61,0.3333333333333333,0,0,0,1,0,0.0,0,1,1,0.8956692913385826,0,0,0,0,0,0,0,0,0,0.5294117647058824,1,0,1,0,0,0,0,0,1,0.1111111111111111,1,1,0,0.325,0,1,0.325,0,0,1,1,0.08704581358609795,0
62,0.21428571428571425,0,1,1,0,1,0.42857142857142855,0,0,1,0.8110236220472442,0,1,0,0,0,0,0,0,1,0.23529411764705882,0,1,0,0,0,0,0,0,0,0.1111111111111111,1,1,0,0.125,0,0,0.125,0,0,0,0,0.09726171669299633,0
63,0.3095238095238095,0,1,0,1,0,0.8214285714285714,0,1,1,0.12992125984251968,0,0,1,0,0,1,1,0,0,0.4117647058823529,1,0,0,0,0,0,0,1,0,0.4444444444444444,1,0,0,0.17500000000000002,0,0,0.325,0,0,0,0,0.0037914691943127937,0
64,0.3333333333333333,0,0,1,1,0,0.2142857142857143,0,0,0,0.3051181102362204,1,0,0,0,0,0,1,0,0,0.4117647058823529,1,0,0,0,1,1,0,1,0,0.7777777777777777,1,1,0,0.17500000000000002,0,0,0.25,1,0,0,0,0.0770405476566614,0
65,0.23809523809523808,1,0,0,0,1,0.2857142857142857,0,0,0,0.9409448818897641,1,0,0,0,0,0,1,0,0,0.11764705882352941,1,0,0,1,1,0,1,0,0,0.5555555555555556,1,1,1,0.07500000000000001,0,1,0.125,0,0,1,0,0.24560294892048448,0
66,0.28571428571428564,0,1,0,1,0,0.42857142857142855,0,1,1,0.04527559055118102,0,0,0,0,0,0,1,0,0,0.5294117647058824,0,1,0,0,0,1,0,0,0,0.1111111111111111,1,1,0,0.25,0,1,0.275,1,0,0,0,0.16787783043707216,0
67,0.3095238095238095,1,0,0,0,0,0.03571428571428571,1,1,1,0.12992125984251968,0,1,0,0,0,0,0,0,0,0.5294117647058824,0,1,1,1,0,0,0,0,0,0.1111111111111111,0,1,0,0.25,0,1,0.25,1,0,0,0,0.45834649815692474,0
68,0.49999999999999994,0,0,0,0,1,0.6428571428571428,1,0,1,0.025590551181102317,0,0,0,0,0,0,1,0,0,0.1764705882352941,0,1,1,1,0,1,1,0,1,0.1111111111111111,0,1,0,0.525,0,1,0.525,1,0,0,0,0.05545023696682464,0
69,0.49999999999999994,0,1,0,0,1,0.0,0,0,0,0.7913385826771655,0,1,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,0,0,0,0.4444444444444444,1,1,0,0.025,0,1,0.30000000000000004,0,0,1,0,0.17245918904686677,0
70,0.35714285714285715,0,0,1,0,0,0.10714285714285714,1,1,0,0.2893700787401574,0,0,0,0,0,1,1,0,1,0.058823529411764705,1,0,0,0,1,1,0,0,1,0.3333333333333333,0,0,0,0.17500000000000002,0,0,0.225,0,0,1,0,0.19899947340705634,1
71,0.6904761904761905,0,1,0,1,0,0.10714285714285714,0,1,1,0.10629921259842523,0,1,0,0,0,0,0,0,0,0.058823529411764705,0,1,0,0,0,0,0,1,0,0.4444444444444444,1,1,0,0.07500000000000001,0,1,0.525,1,0,0,0,0.25787256450763557,0
72,0.5952380952380951,0,0,0,1,1,0.4642857142857143,1,0,0,0.06889763779527547,0,1,1,0,0,0,0,0,0,0.0,0,1,1,0,0,1,0,0,0,0.1111111111111111,0,1,0,0.225,0,0,0.225,0,0,0,0,0.15150078988941548,0
73,0.21428571428571425,0,0,0,1,0,0.03571428571428571,0,1,1,0.6633858267716537,0,0,0,0,0,0,0,0,0,0.23529411764705882,1,0,1,1,0,1,0,0,0,0.0,0,1,0,0.125,1,1,0.15000000000000002,1,0,0,1,0.8327540810953133,0
74,0.857142857142857,0,1,1,0,0,0.0,1,1,0,0.029527559055117836,0,1,0,0,0,0,0,0,0,0.1764705882352941,1,0,0,0,1,1,1,1,1,0.3333333333333333,0,1,0,0.1,0,0,0.5,0,0,0,0,0.1013164823591364,0
75,0.5952380952380951,0,0,0,0,0,0.2142857142857143,0,1,0,0.24999999999999978,0,0,0,1,0,0,0,0,1,0.0,0,1,1,0,1,1,0,1,0,0.8888888888888888,1,1,0,0.025,0,1,0.25,1,0,0,0,0.2891521853607162,0
76,0.6428571428571428,0,1,0,0,0,0.07142857142857142,0,0,1,0.22637795275590533,0,0,0,0,0,1,1,0,0,0.47058823529411764,0,1,0,1,0,1,0,0,0,1.0,1,0,1,0.25,0,1,0.30000000000000004,0,0,1,0,0.8512374934175883,0
77,0.5238095238095237,0,0,0,0,0,0.03571428571428571,0,0,0,0.7795275590551181,0,0,0,0,0,0,1,0,0,0.11764705882352941,1,0,0,0,1,1,1,0,1,0.2222222222222222,1,1,0,0.1,0,1,0.15000000000000002,0,0,0,0,0.21190100052659297,1
78,0.2619047619047619,0,0,0,1,1,0.9999999999999999,0,0,0,0.8917322834645669,0,0,0,1,0,0,0,0,0,0.4117647058823529,0,1,0,1,1,1,0,0,1,0.1111111111111111,1,1,0,0.17500000000000002,0,1,0.17500000000000002,0,0,1,0,0.06835176408636123,1
79,0.2619047619047619,0,0,1,1,1,0.25,0,0,1,0.1889763779527558,0,0,0,0,0,0,1,1,0,0.11764705882352941,1,0,0,0,0,1,0,0,0,0.0,1,0,0,0.07500000000000001,0,0,0.1,0,0,0,0,0.08309636650868879,1
80,0.28571428571428564,1,1,0,1,0,0.3214285714285714,0,1,1,0.3228346456692912,0,1,1,0,0,0,0,0,0,0.11764705882352941,1,0,0,0,0,0,0,1,1,0.1111111111111111,1,1,0,0.25,0,0,0.25,0,0,0,0,0.23686150605581888,0
81,0.21428571428571425,1,0,0,0,1,0.35714285714285715,0,0,1,0.025590551181102317,0,0,0,0,0,0,0,0,1,0.4117647058823529,1,0,0,1,0,0,0,0,0,0.1111111111111111,1,1,0,0.2,0,1,0.2,0,0,1,1,0.17819905213270143,1
82,0.4523809523809524,0,1,0,0,0,0.0,0,1,0,0.00984251968503913,0,0,1,0,0,1,1,0,0,0.23529411764705882,1,0,0,0,1,1,1,1,0,0.7777777777777777,1,0,0,0.15000000000000002,0,0,0.2,1,0,0,0,0.6497630331753554,0
83,0.4761904761904761,0,0,0,0,1,0.9642857142857143,0,0,1,0.5964566929133859,0,0,1,0,0,0,1,0,0,0.5294117647058824,1,0,1,1,0,1,1,0,0,0.0,1,1,0,0.275,0,0,0.30000000000000004,1,0,0,0,0.293522906793049,0
84,0.3095238095238095,0,0,1,1,1,0.17857142857142855,0,0,1,0.8818897637795275,0,0,0,0,0,0,1,0,0,0.5882352941176471,0,1,1,0,0,1,0,0,0,0.1111111111111111,1,1,0,0.275,0,0,0.275,0,0,1,0,0.3735650342285413,0
85,0.2619047619047619,0,1,0,0,0,0.07142857142857142,0,1,1,0.4803149606299213,0,0,1,0,0,0,0,0,0,0.4117647058823529,1,0,0,0,0,1,1,0,0,0.1111111111111111,1,1,1,0.17500000000000002,0,0,0.17500000000000002,1,0,0,1,0.1563454449710374,0
86,0.4047619047619047,0,0,1,0,0,0.5357142857142857,0,0,1,0.3858267716535433,0,0,0,0,0,1,0,0,1,0.7647058823529411,1,0,1,0,0,0,0,0,0,0.0,1,0,0,0.4,0,0,0.42500000000000004,0,0,1,1,0.08083201685097421,0
87,0.11904761904761901,1,0,0,0,0,0.6785714285714285,0,1,0,0.22834645669291342,0,0,1,0,0,0,1,0,0,0.11764705882352941,1,0,1,1,1,0,1,0,0,0.1111111111111111,1,1,0,0.1,0,0,0.1,1,0,0,0,0.23117430226434968,0
88,0.5476190476190477,0,1,1,0,0,0.2857142857142857,0,1,1,0.7362204724409449,0,0,0,0,0,0,0,0,1,0.11764705882352941,0,1,0,1,0,1,0,0,0,0.6666666666666666,1,1,0,0.125,0,0,0.2,0,0,0,1,0.23580832016850975,0
89,0.6904761904761905,0,0,1,1,1,0.0,1,0,1,0.3582677165354329,0,1,0,0,0,1,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0.3333333333333333,0,0,0,0.0,0,0,0.125,0,0,1,0,0.3067403896787783,1
90,0.5714285714285714,0,0,1,0,0,0.07142857142857142,0,1,1,0.06496062992125973,1,0,0,0,0,0,1,0,0,0.0,1,0,0,1,0,0,1,0,0,0.2222222222222222,1,1,0,0.025,0,0,0.4,1,0,0,0,0.00431806213796735,0
91,0.2619047619047619,1,1,0,0,0,0.75,0,0,0,0.07086614173228334,0,1,0,0,0,1,0,0,0,0.11764705882352941,1,0,0,0,1,0,1,1,0,0.1111111111111111,0,0,0,0.1,1,1,0.1,1,0,0,0,0.24892048446550816,0
92,0.5714285714285714,1,0,0,0,1,0.2142857142857143,0,0,1,0.5669291338582678,0,1,1,0,0,1,0,0,0,0.0,1,0,1,0,0,0,1,0,1,0.0,1,0,0,0.07500000000000001,0,0,0.1,0,0,1,0,0.06408636124275935,0
93,0.3333333333333333,0,0,0,1,1,0.03571428571428571,0,0,1,0.3484251968503935,0,0,0,0,0,0,0,0,0,0.4117647058823529,1,0,1,0,0,1,0,1,1,0.1111111111111111,1,1,0,0.2,0,1,0.2,1,0,0,1,0.24949973670352818,0
94,0.7142857142857142,1,0,0,0,1,0.42857142857142855,0,0,0,0.2696850393700787,1,1,0,0,1,1,0,0,0,0.0,1,0,0,0,0,0,1,0,0,0.3333333333333333,1,0,1,0.0,0,1,0.375,0,0,1,0,0.46577145866245395,0
95,0.4523809523809524,0,0,0,0,0,0.25,0,0,1,0.9547244094488192,0,0,1,1,0,0,0,0,0,0.4117647058823529,1,0,1,0,0,1,0,1,0,0.4444444444444444,1,1,0,0.17500000000000002,0,0,0.325,1,0,0,0,0.23475513428120062,0
