,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,Attrition,retirementType,resignationReason,mean_time
1203,1204,4.0,1.0,3.0,50,Travel_Rarely,Research & Development,17,3,Medical,Male,1,Research Scientist,Divorced,173280,4.0,15,2,20,1,3,2,0,3,3,Yes,Resignation,Salary,9.62
1204,1205,2.0,4.0,2.0,39,Travel_Rarely,Sales,25,3,Medical,Male,2,Sales Executive,Married,197010,0.0,11,0,21,3,20,9,6,4,3,No,Worked,Worked,7.51
1205,1206,2.0,1.0,3.0,31,Non-Travel,Research & Development,8,4,Life Sciences,Female,4,Sales Executive,Single,147320,0.0,12,0,10,3,9,1,7,3,3,No,Worked,Worked,7.31
1206,1207,4.0,3.0,3.0,26,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Manager,Single,92780,0.0,20,0,5,3,4,0,0,3,4,No,Worked,Worked,7.5
1207,1208,3.0,4.0,3.0,36,Travel_Frequently,Research & Development,5,1,Technical Degree,Male,1,Sales Executive,Married,13590,4.0,12,0,17,2,5,0,3,3,3,No,Worked,Worked,7.69
1208,1209,4.0,1.0,3.0,39,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Research Scientist,Married,47790,4.0,14,2,9,3,7,1,7,3,3,No,Worked,Worked,6.05
1209,1210,2.0,2.0,3.0,27,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Laboratory Technician,Married,164220,1.0,20,1,6,3,6,0,3,3,4,No,Worked,Worked,9.29
1210,1211,4.0,2.0,2.0,49,Travel_Frequently,Research & Development,6,1,Medical,Male,3,Healthcare Representative,Married,29960,2.0,18,1,17,2,9,0,8,2,3,No,Worked,Worked,6.4
1211,1212,2.0,3.0,4.0,34,Travel_Rarely,Sales,4,3,Medical,Female,1,Sales Executive,Married,12610,2.0,14,1,6,6,4,1,2,3,3,No,Worked,Worked,6.46
1212,1213,2.0,4.0,1.0,41,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Single,20990,8.0,12,1,8,2,6,0,5,3,3,Yes,Resignation,Salary,8.63
1213,1214,3.0,2.0,3.0,49,Travel_Frequently,Sales,1,4,Life Sciences,Female,2,Manufacturing Director,Married,58100,1.0,21,1,10,2,10,1,7,3,4,No,Worked,Worked,6.71
1214,1215,4.0,3.0,3.0,37,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,56470,6.0,19,0,7,2,0,0,0,3,3,Yes,Resignation,Salary,8.52
1215,1216,4.0,3.0,3.0,33,Travel_Frequently,Research & Development,10,2,Medical,Male,2,Research Scientist,Married,34200,1.0,14,0,8,3,8,3,0,3,3,No,Worked,Worked,9.48
1216,1217,1.0,2.0,3.0,27,Travel_Rarely,Sales,5,4,Medical,Female,4,Manufacturing Director,Married,44000,9.0,17,1,6,3,2,2,2,2,3,No,Worked,Worked,6.41
1217,1218,4.0,4.0,2.0,32,Travel_Frequently,Research & Development,9,2,Medical,Female,2,Research Scientist,Single,35000,0.0,16,1,8,2,7,3,6,2,3,No,Worked,Worked,7.28
1218,1219,3.0,1.0,2.0,59,Travel_Rarely,Sales,2,2,Marketing,Female,5,Sales Representative,Married,20660,4.0,12,1,12,3,1,0,0,3,3,No,Worked,Worked,10.04
1219,1220,4.0,3.0,3.0,30,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Laboratory Technician,Divorced,171690,1.0,17,2,1,2,1,0,0,3,3,No,Worked,Worked,6.39
1220,1221,4.0,3.0,3.0,38,Travel_Frequently,Sales,18,4,Life Sciences,Male,2,Healthcare Representative,Single,41620,0.0,15,1,10,1,9,1,8,3,3,No,Worked,Worked,8.0
1221,1222,3.0,3.0,2.0,36,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,92040,6.0,23,1,17,2,7,7,7,3,4,No,Worked,Worked,7.83
1222,1223,1.0,2.0,3.0,35,Travel_Rarely,Human Resources,3,4,Human Resources,Male,2,Manager,Married,32940,0.0,11,0,6,2,5,0,3,3,3,No,Worked,Worked,7.5
1223,1224,4.0,3.0,3.0,29,Travel_Rarely,Sales,29,4,Life Sciences,Male,2,Laboratory Technician,Single,21270,0.0,11,1,10,3,9,0,8,2,3,No,Worked,Worked,10.72
1224,1225,3.0,3.0,2.0,31,Travel_Rarely,Research & Development,2,2,Medical,Male,2,Laboratory Technician,Divorced,39750,1.0,15,1,5,3,5,4,3,3,3,No,Worked,Worked,6.31
1225,1226,2.0,4.0,3.0,34,Travel_Rarely,Research & Development,28,3,Technical Degree,Male,1,Laboratory Technician,Divorced,107930,0.0,11,3,3,1,2,1,2,2,3,No,Worked,Worked,7.61
1226,1227,3.0,3.0,3.0,28,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,5,Research Director,Single,100960,5.0,13,0,6,2,4,0,3,3,3,Yes,Resignation,Others,10.48
1227,1228,2.0,1.0,3.0,29,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,4,Laboratory Technician,Divorced,36460,1.0,14,0,10,3,10,8,8,4,3,No,Worked,Worked,7.97
1228,1229,1.0,2.0,2.0,32,Travel_Rarely,Human Resources,22,3,Human Resources,Female,2,Research Director,Divorced,74460,0.0,19,0,7,3,6,0,5,3,3,No,Worked,Worked,10.7
1229,1230,4.0,4.0,2.0,22,Non-Travel,Research & Development,8,3,Life Sciences,Female,3,Sales Executive,Divorced,108510,1.0,16,1,1,2,1,0,0,4,3,No,Worked,Worked,10.0
1230,1231,1.0,4.0,3.0,53,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manager,Married,21090,2.0,13,0,31,3,25,3,7,3,3,No,Worked,Worked,8.02
1231,1232,4.0,4.0,3.0,38,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,1,Manufacturing Director,Single,37220,5.0,14,0,6,0,3,1,2,3,3,No,Worked,Worked,9.69
1232,1233,1.0,3.0,2.0,24,Non-Travel,Research & Development,1,5,Life Sciences,Male,3,Research Scientist,Divorced,93800,0.0,16,0,5,2,4,1,3,2,3,No,Worked,Worked,6.91
1233,1234,3.0,1.0,3.0,36,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Research Director,Single,54860,7.0,12,1,10,2,5,0,3,3,3,Yes,Resignation,Salary,6.48
1234,1235,1.0,2.0,3.0,34,Travel_Rarely,Sales,24,3,Marketing,Male,4,Research Scientist,Single,27420,0.0,11,1,13,2,12,2,11,3,3,No,Worked,Worked,6.09
1235,1236,3.0,4.0,3.0,21,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Manufacturing Director,Single,137570,1.0,12,1,0,3,0,0,0,3,3,No,Worked,Worked,6.0
1236,1237,2.0,1.0,3.0,34,Travel_Rarely,Sales,15,2,Marketing,Female,2,Research Scientist,Single,84630,2.0,13,0,8,2,4,1,3,1,3,Yes,Resignation,Stress,7.82
1237,1238,3.0,3.0,2.0,53,Travel_Rarely,Sales,2,1,Life Sciences,Male,5,Human Resources,Divorced,31620,4.0,15,0,26,4,14,4,8,3,3,No,Worked,Worked,7.48
1238,1239,2.0,1.0,3.0,32,Travel_Frequently,Research & Development,10,3,Medical,Female,2,Manufacturing Director,Single,165980,1.0,13,0,10,2,10,6,7,3,3,Yes,Resignation,Others,9.49
1239,1240,3.0,2.0,3.0,42,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,2,Laboratory Technician,Married,66510,0.0,20,0,10,5,9,4,2,2,4,No,Worked,Worked,6.89
1240,1241,1.0,4.0,3.0,44,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,1,Manufacturing Director,Married,23450,3.0,15,2,24,0,22,5,17,3,3,No,Worked,Worked,7.1
1241,1242,2.0,1.0,2.0,46,Travel_Rarely,Sales,2,3,Life Sciences,Female,1,Research Scientist,Single,34200,3.0,13,2,22,3,2,2,1,1,3,No,Worked,Worked,8.01
1242,1243,3.0,4.0,3.0,33,Travel_Rarely,Sales,3,3,Medical,Male,1,Manufacturing Director,Single,43730,4.0,14,0,7,3,1,0,0,3,3,No,Worked,Worked,6.53
1243,1244,4.0,4.0,4.0,44,Travel_Rarely,Human Resources,26,3,Life Sciences,Male,5,Healthcare Representative,Married,47590,2.0,21,0,9,2,4,1,3,3,4,No,Worked,Worked,8.53
1244,1245,4.0,3.0,3.0,30,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,1,Research Scientist,Single,53010,1.0,16,1,10,3,10,1,8,3,3,No,Worked,Worked,6.12
1245,1246,4.0,4.0,4.0,39,Travel_Rarely,Human Resources,1,4,Medical,Male,1,Sales Executive,Married,36730,3.0,14,1,19,3,1,0,0,3,3,Yes,Resignation,Stress,6.52
1246,1247,2.0,4.0,2.0,24,Travel_Rarely,Human Resources,2,5,Human Resources,Male,3,Sales Executive,Married,47680,2.0,11,1,6,2,2,2,0,2,3,Yes,Resignation,Salary,9.68
1247,1248,4.0,3.0,2.0,43,Travel_Rarely,Sales,9,5,Technical Degree,Female,1,Research Director,Divorced,12740,1.0,19,0,6,3,5,1,4,2,3,No,Worked,Worked,6.49
1248,1249,1.0,3.0,3.0,50,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Research Director,Married,49000,1.0,11,0,3,3,3,0,2,2,3,Yes,Resignation,Others,8.92
1249,1250,4.0,4.0,3.0,35,Travel_Rarely,Sales,2,4,Marketing,Male,3,Manufacturing Director,Married,104660,1.0,13,0,2,1,2,2,2,3,3,No,Worked,Worked,7.09
1250,1251,2.0,1.0,4.0,36,Travel_Rarely,Research & Development,25,1,Life Sciences,Female,4,Sales Executive,Married,170070,9.0,12,1,6,2,1,0,0,2,3,No,Worked,Worked,9.08
1251,1252,3.0,1.0,3.0,33,Travel_Frequently,Sales,9,2,Marketing,Male,4,Human Resources,Married,29090,2.0,11,0,10,2,5,1,3,2,3,No,Worked,Worked,6.56
1252,1253,3.0,4.0,3.0,35,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Research Scientist,Divorced,57650,1.0,14,1,1,2,1,0,0,3,3,No,Worked,Worked,6.19
1253,1254,4.0,1.0,3.0,27,Travel_Rarely,Sales,8,2,Marketing,Female,3,Research Scientist,Divorced,45990,1.0,15,1,1,3,1,0,0,2,3,No,Worked,Worked,7.62
1254,1255,1.0,3.0,2.0,26,Travel_Rarely,Sales,4,3,Marketing,Male,2,Manager,Single,24040,1.0,12,0,1,6,1,0,1,3,3,Yes,Fired,Worked,7.69
1255,1256,4.0,3.0,3.0,27,Travel_Frequently,Sales,24,3,Life Sciences,Male,4,Healthcare Representative,Single,31720,1.0,20,1,9,1,9,1,7,3,4,No,Worked,Worked,6.84
1256,1257,3.0,4.0,3.0,30,Travel_Frequently,Research & Development,1,4,Medical,Male,1,Research Scientist,Single,20330,1.0,14,1,12,3,12,3,7,1,3,No,Worked,Worked,6.82
1257,1258,2.0,3.0,3.0,41,Travel_Rarely,Sales,20,4,Marketing,Male,2,Sales Executive,Married,102090,1.0,13,1,23,2,22,15,8,3,3,Yes,Resignation,Others,5.96
1258,1259,2.0,3.0,3.0,34,Non-Travel,Research & Development,7,2,Technical Degree,Female,1,Research Scientist,Single,86200,0.0,13,1,10,2,9,8,7,2,3,No,Worked,Worked,7.82
1259,1260,2.0,2.0,3.0,37,Travel_Rarely,Research & Development,17,3,Life Sciences,Female,3,Sales Executive,Married,20640,4.0,16,0,8,3,1,0,0,2,3,No,Worked,Worked,6.1
1260,1261,1.0,4.0,3.0,46,Travel_Frequently,Research & Development,20,3,Technical Degree,Male,3,Sales Executive,Single,40350,4.0,14,1,14,2,9,0,8,3,3,No,Worked,Worked,9.32
1261,1262,4.0,4.0,3.0,35,Travel_Rarely,Research & Development,8,4,Medical,Female,3,Research Scientist,Married,38380,1.0,16,1,1,2,1,0,1,3,3,No,Worked,Worked,6.91
1262,1263,1.0,3.0,3.0,48,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,1,Sales Executive,Single,45910,9.0,16,0,23,6,1,0,0,1,3,Yes,Resignation,Others,9.3
1263,1264,3.0,3.0,2.0,28,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,25610,1.0,22,1,2,3,2,2,2,3,4,Yes,Resignation,Stress,10.68
1264,1265,2.0,1.0,2.0,44,Travel_Rarely,Research & Development,1,1,Medical,Female,3,Research Scientist,Divorced,15630,5.0,12,2,9,3,4,1,3,3,3,No,Worked,Worked,9.39
1265,1266,3.0,1.0,3.0,35,Non-Travel,Research & Development,5,4,Technical Degree,Female,3,Manufacturing Director,Married,48980,2.0,15,2,10,2,4,2,3,3,3,No,Worked,Worked,9.51
1266,1267,3.0,4.0,2.0,26,Travel_Rarely,Research & Development,4,4,Life Sciences,Female,3,Sales Executive,Married,47890,7.0,20,1,5,2,2,0,0,3,4,No,Worked,Worked,10.2
1267,1268,1.0,4.0,3.0,33,Travel_Frequently,Sales,29,4,Life Sciences,Female,1,Human Resources,Single,31800,1.0,14,1,15,2,15,8,12,3,3,No,Worked,Worked,8.21
1268,1269,2.0,1.0,2.0,35,Travel_Frequently,Research & Development,15,3,Medical,Male,3,Manufacturing Director,Married,65490,1.0,20,0,9,3,9,1,8,3,4,No,Worked,Worked,6.47
1269,1270,3.0,1.0,3.0,35,Travel_Rarely,Human Resources,3,2,Life Sciences,Female,1,Laboratory Technician,Married,63880,3.0,13,0,4,6,2,2,2,2,3,No,Worked,Worked,8.79
1270,1271,4.0,4.0,2.0,31,Travel_Rarely,Sales,10,2,Life Sciences,Female,2,Research Scientist,Divorced,112440,3.0,12,1,10,3,7,1,7,3,3,No,Worked,Worked,6.1
1271,1272,1.0,3.0,4.0,37,Travel_Rarely,Sales,4,3,Marketing,Male,4,Human Resources,Divorced,160320,1.0,13,0,7,2,7,0,7,3,3,No,Worked,Worked,7.42
1272,1273,1.0,4.0,3.0,32,Travel_Rarely,Research & Development,21,3,Other,Male,2,Sales Executive,Married,23620,1.0,11,0,9,2,9,7,8,3,3,No,Worked,Worked,8.11
1273,1274,4.0,4.0,3.0,38,Travel_Frequently,Research & Development,25,3,Medical,Male,2,Manufacturing Director,Single,163280,1.0,17,3,10,2,10,9,9,3,3,No,Worked,Worked,6.24
1274,1275,2.0,3.0,2.0,50,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Divorced,83760,5.0,14,3,29,2,27,13,8,3,3,No,Worked,Worked,9.53
1275,1276,1.0,1.0,2.0,59,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,1,Laboratory Technician,Single,166060,7.0,11,0,28,6,21,7,9,3,3,No,Worked,Worked,6.92
1276,1277,3.0,3.0,3.0,36,Travel_Rarely,Sales,1,2,Marketing,Female,2,Sales Executive,Divorced,86060,1.0,14,2,17,3,17,12,8,3,3,No,Worked,Worked,6.0
1277,1278,4.0,3.0,3.0,55,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Research Scientist,Divorced,22720,2.0,17,1,21,2,5,0,2,3,3,No,Worked,Worked,8.11
1278,1279,2.0,2.0,3.0,36,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,2,Laboratory Technician,Single,20180,1.0,13,0,6,5,6,0,3,3,3,No,Worked,Worked,7.22
1279,1280,2.0,1.0,3.0,45,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Divorced,70830,2.0,12,1,25,5,1,0,0,3,3,No,Worked,Worked,6.81
1280,1281,2.0,1.0,2.0,35,Travel_Frequently,Human Resources,9,3,Other,Female,2,Sales Representative,Married,40840,4.0,13,1,5,3,3,1,2,3,3,No,Worked,Worked,6.1
1281,1282,4.0,3.0,2.0,36,Travel_Rarely,Sales,7,2,Life Sciences,Male,4,Laboratory Technician,Married,144110,0.0,18,3,2,2,1,0,0,4,3,Yes,Resignation,Others,8.89
1282,1283,1.0,3.0,2.0,59,Travel_Frequently,Research & Development,10,4,Life Sciences,Male,3,Research Scientist,Single,23080,7.0,19,1,20,4,4,1,3,2,3,No,Worked,Worked,6.79
1283,1284,3.0,2.0,3.0,29,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Sales Representative,Married,48410,0.0,11,0,6,3,5,0,4,3,3,No,Worked,Worked,7.83
1284,1285,3.0,2.0,3.0,31,Travel_Rarely,Research & Development,3,2,Medical,Female,3,Sales Executive,Single,42850,1.0,21,1,1,2,1,1,0,1,4,No,Worked,Worked,6.3
1285,1286,2.0,2.0,3.0,32,Travel_Rarely,Sales,3,4,Life Sciences,Male,2,Manufacturing Director,Married,97150,1.0,15,1,10,1,10,0,9,2,3,No,Worked,Worked,7.52
1286,1287,2.0,4.0,3.0,36,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Sales Representative,Married,43200,3.0,17,0,5,2,1,0,0,3,3,No,Worked,Worked,7.18
1287,1288,3.0,4.0,3.0,31,Travel_Rarely,Research & Development,27,3,Medical,Female,2,Research Director,Single,21320,1.0,18,0,11,3,11,1,8,3,3,No,Worked,Worked,6.1
1288,1289,3.0,1.0,3.0,35,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Healthcare Representative,Single,101240,0.0,14,1,16,2,15,2,8,4,3,No,Worked,Worked,6.02
1289,1290,4.0,1.0,4.0,45,Travel_Rarely,Human Resources,14,3,Human Resources,Female,1,Sales Executive,Married,54730,4.0,13,0,17,3,0,0,0,1,3,No,Worked,Worked,8.9
1290,1291,1.0,3.0,4.0,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,Sales Executive,Single,52070,4.0,17,3,16,3,5,0,2,3,3,No,Worked,Worked,6.6
1291,1292,2.0,2.0,3.0,46,Travel_Rarely,Research & Development,9,3,Medical,Male,3,Manager,Divorced,164370,8.0,15,1,16,0,4,0,2,3,3,No,Worked,Worked,10.27
1292,1293,4.0,4.0,2.0,30,Travel_Rarely,Sales,18,3,Life Sciences,Male,4,Human Resources,Married,22960,1.0,18,1,10,2,10,3,0,3,3,No,Worked,Worked,9.2
1293,1294,2.0,3.0,3.0,35,Travel_Rarely,Research & Development,20,4,Life Sciences,Female,3,Human Resources,Single,40690,1.0,13,0,6,5,6,0,4,3,3,No,Worked,Worked,7.9
1294,1295,1.0,4.0,3.0,55,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,74410,3.0,12,1,24,4,1,1,0,3,3,No,Worked,Worked,6.71
1295,1296,2.0,4.0,3.0,38,Non-Travel,Sales,11,1,Marketing,Male,2,Laboratory Technician,Divorced,24300,7.0,13,2,17,2,13,1,9,4,3,No,Worked,Worked,8.81
1296,1297,1.0,2.0,3.0,34,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Research Scientist,Married,58780,1.0,14,0,5,1,5,1,3,3,3,No,Worked,Worked,8.01
1297,1298,4.0,4.0,2.0,56,Travel_Rarely,Human Resources,2,1,Medical,Male,2,Sales Executive,Single,26440,4.0,11,1,37,2,6,0,2,3,3,No,Worked,Worked,6.31
1298,1299,3.0,1.0,3.0,23,Travel_Rarely,Research & Development,10,3,Medical,Male,2,Laboratory Technician,Divorced,64390,3.0,22,3,3,2,0,0,0,3,4,No,Worked,Worked,6.41
1299,1300,4.0,4.0,3.0,51,Travel_Rarely,Research & Development,29,4,Life Sciences,Female,5,Manufacturing Director,Married,24510,3.0,17,0,10,2,4,0,3,2,3,No,Worked,Worked,6.76
1300,1301,3.0,4.0,3.0,30,Travel_Rarely,Sales,8,2,Technical Degree,Male,1,Sales Representative,Married,63920,1.0,21,1,11,2,11,10,8,4,4,No,Worked,Worked,7.62
1301,1302,3.0,4.0,3.0,46,Travel_Rarely,Sales,1,2,Medical,Female,2,Research Scientist,Single,97140,1.0,22,0,9,0,9,4,7,3,4,Yes,Resignation,Others,6.2
1302,1303,3.0,2.0,2.0,40,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Healthcare Representative,Married,60770,1.0,16,2,22,2,22,11,11,2,3,No,Worked,Worked,7.4
1303,1304,3.0,4.0,1.0,51,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,5,Sales Representative,Single,24500,0.0,12,1,11,2,10,1,0,3,3,No,Worked,Worked,10.09
1304,1305,3.0,2.0,2.0,30,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Manufacturing Director,Divorced,92500,1.0,12,3,11,0,11,2,7,3,3,No,Worked,Worked,8.07
1305,1306,3.0,1.0,2.0,46,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Laboratory Technician,Married,20740,2.0,15,1,21,3,10,9,5,3,3,No,Worked,Worked,9.02
1306,1307,2.0,3.0,3.0,32,Travel_Rarely,Sales,15,3,Marketing,Male,1,Research Scientist,Single,101690,1.0,14,0,12,6,11,5,7,2,3,No,Worked,Worked,7.31
1307,1308,1.0,3.0,1.0,54,Travel_Rarely,Research & Development,25,1,Medical,Female,1,Laboratory Technician,Married,48550,9.0,25,1,16,2,4,0,3,2,4,No,Worked,Worked,7.59
1308,1309,1.0,3.0,2.0,24,Travel_Rarely,Sales,6,2,Marketing,Male,2,Research Scientist,Married,40870,0.0,20,3,4,1,3,0,2,3,4,No,Worked,Worked,7.8
1309,1310,2.0,3.0,4.0,28,Non-Travel,Sales,9,4,Medical,Male,2,Laboratory Technician,Married,23670,1.0,13,0,5,2,5,0,4,2,3,No,Worked,Worked,5.99
1310,1311,4.0,3.0,2.0,58,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,2,Sales Executive,Single,29720,0.0,14,0,38,2,37,1,8,4,3,No,Worked,Worked,7.08
1311,1312,2.0,2.0,4.0,44,Non-Travel,Research & Development,23,2,Medical,Female,1,Research Scientist,Married,195860,4.0,16,0,17,3,3,1,2,2,3,No,Worked,Worked,6.73
1312,1313,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,0,0,Life Sciences,Male,0,Sales Executive,Married,0,1.0,0,0,0,0,0,0,0,3,3,Yes,Resignation,Others,10.15
1313,1314,4.0,1.0,3.0,32,Travel_Rarely,Human Resources,12,2,Human Resources,Female,1,Sales Representative,Single,20610,1.0,15,1,1,2,1,0,0,2,3,No,Worked,Worked,7.96
1314,1315,4.0,4.0,3.0,20,Travel_Frequently,Sales,4,4,Life Sciences,Female,2,Healthcare Representative,Single,99240,1.0,22,0,1,3,1,1,0,3,4,Yes,Resignation,Salary,10.71
1315,1316,1.0,3.0,3.0,34,Travel_Rarely,Research & Development,1,4,Other,Male,4,Laboratory Technician,Single,41980,1.0,22,1,16,2,16,2,10,2,4,No,Worked,Worked,7.62
1316,1317,3.0,4.0,4.0,37,Non-Travel,Sales,24,2,Life Sciences,Male,1,Research Scientist,Divorced,68150,5.0,20,1,17,3,1,0,0,3,4,No,Worked,Worked,7.78
1317,1318,3.0,4.0,3.0,59,Non-Travel,Research & Development,12,2,Life Sciences,Male,2,Sales Executive,Married,47230,9.0,14,0,30,0,3,2,2,3,3,No,Worked,Worked,7.21
1318,1319,1.0,2.0,2.0,50,Travel_Frequently,Research & Development,3,4,Medical,Male,4,Research Scientist,Married,61420,3.0,13,2,28,3,8,0,7,2,3,No,Worked,Worked,9.58
1319,1320,3.0,3.0,3.0,25,Travel_Rarely,Sales,10,1,Marketing,Male,2,Research Director,Single,82370,1.0,13,0,6,6,6,0,3,2,3,Yes,Resignation,Salary,8.51
1320,1321,4.0,4.0,3.0,25,Travel_Rarely,Research & Development,26,3,Technical Degree,Male,1,Laboratory Technician,Married,88530,1.0,22,1,2,3,2,2,1,3,4,No,Worked,Worked,7.7
1321,1322,2.0,4.0,3.0,22,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,1,Sales Representative,Single,193310,1.0,12,1,1,2,0,0,0,3,3,No,Worked,Worked,6.26
1322,1323,1.0,1.0,2.0,51,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,1,Sales Executive,Single,20730,3.0,14,1,23,4,13,12,8,3,3,No,Worked,Worked,7.49
1323,1324,1.0,3.0,3.0,34,Travel_Frequently,Human Resources,4,4,Life Sciences,Female,5,Sales Executive,Single,55620,1.0,15,0,9,3,9,0,6,3,3,Yes,Resignation,Others,8.22
1324,1325,4.0,4.0,3.0,54,Non-Travel,Research & Development,9,3,Life Sciences,Male,1,Laboratory Technician,Single,196130,2.0,17,0,23,5,5,4,4,3,3,No,Worked,Worked,8.14
1325,1326,2.0,3.0,3.0,24,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,2,Laboratory Technician,Married,34070,0.0,13,1,6,4,5,1,2,3,3,No,Worked,Worked,6.49
1326,1327,3.0,2.0,3.0,34,Travel_Rarely,Sales,4,3,Marketing,Female,2,Sales Representative,Divorced,50630,6.0,12,1,12,2,1,0,0,3,3,No,Worked,Worked,6.0
1327,1328,3.0,4.0,3.0,37,Travel_Rarely,Sales,6,1,Technical Degree,Male,1,Laboratory Technician,Single,46390,2.0,12,2,12,3,5,1,3,3,3,No,Worked,Worked,6.22
1328,1329,3.0,1.0,3.0,34,Travel_Rarely,Sales,9,2,Medical,Male,2,Healthcare Representative,Single,48760,2.0,21,1,14,3,11,5,8,3,4,No,Worked,Worked,7.86
1329,1330,2.0,4.0,3.0,36,Travel_Frequently,Human Resources,7,3,Medical,Male,1,Research Scientist,Married,26900,0.0,11,0,10,1,9,2,8,3,3,No,Worked,Worked,7.98
1330,1331,1.0,4.0,3.0,36,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Manufacturing Director,Divorced,175670,5.0,13,0,7,6,1,0,0,3,3,No,Worked,Worked,7.5
1331,1332,3.0,4.0,4.0,43,Travel_Frequently,Research & Development,3,4,Life Sciences,Male,1,Sales Executive,Married,24080,1.0,12,1,25,3,25,4,12,3,3,No,Worked,Worked,8.7
1332,1333,1.0,3.0,2.0,30,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,3,Healthcare Representative,Divorced,28140,1.0,24,0,10,2,10,0,9,3,4,No,Worked,Worked,7.91
1333,1334,3.0,2.0,4.0,33,Non-Travel,Sales,7,3,Life Sciences,Male,2,Sales Executive,Married,112450,0.0,21,0,8,3,7,0,7,3,4,No,Worked,Worked,6.71
1334,1335,2.0,2.0,3.0,56,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Laboratory Technician,Married,33120,9.0,19,0,7,1,5,4,3,1,3,Yes,Resignation,Stress,9.01
1335,1336,1.0,3.0,3.0,51,Travel_Rarely,Research & Development,3,2,Other,Female,2,Sales Representative,Single,190490,7.0,14,1,23,2,20,15,15,3,3,No,Worked,Worked,6.69
1336,1337,2.0,3.0,2.0,31,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,3,Sales Executive,Married,21410,4.0,20,0,12,2,7,7,7,3,4,Yes,Resignation,Salary,8.4
1337,1338,3.0,2.0,2.0,26,Travel_Rarely,Sales,17,3,Medical,Female,2,Manager,Married,57690,1.0,19,0,5,4,5,4,3,2,3,No,Worked,Worked,7.68
1338,1339,4.0,4.0,2.0,58,Travel_Rarely,Sales,2,2,Medical,Female,1,Research Scientist,Married,43850,1.0,13,1,40,2,40,15,6,2,3,Yes,Resignation,Stress,7.55
1339,1340,4.0,3.0,2.0,19,Travel_Rarely,Research & Development,5,2,Life Sciences,Male,1,Manager,Single,53320,1.0,23,1,0,2,0,0,0,3,4,Yes,Resignation,Stress,9.36
1340,1341,3.0,4.0,3.0,22,Travel_Rarely,Sales,29,4,Technical Degree,Male,1,Sales Executive,Married,46630,0.0,13,1,3,1,2,2,1,3,3,No,Worked,Worked,6.38
1341,1342,3.0,1.0,2.0,49,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Sales Executive,Married,47240,1.0,11,1,16,3,15,5,11,2,3,No,Worked,Worked,7.19
